Estado,Mes,Valor,fecha,archivo
Guerrero,Oct,25.3,01/10/2025,2025.pdf
Hidalgo,Oct,18.5,01/10/2025,2025.pdf
Jalisco,Oct,22.7,01/10/2025,2025.pdf
Estado de México,Oct,15.5,01/10/2025,2025.pdf
Michoacán,Oct,20.8,01/10/2025,2025.pdf
Morelos,Oct,21.9,01/10/2025,2025.pdf
Nayarit,Oct,27.9,01/10/2025,2025.pdf
Nuevo León,Oct,24.3,01/10/2025,2025.pdf
Oaxaca,Oct,23.5,01/10/2025,2025.pdf
Puebla,Oct,18.5,01/10/2025,2025.pdf
Querétaro,Oct,19.5,01/10/2025,2025.pdf
Quintana Roo,Oct,28.3,01/10/2025,2025.pdf
San Luis Potosí,Oct,23.3,01/10/2025,2025.pdf
Sinaloa,Oct,29,01/10/2025,2025.pdf
Sonora,Oct,25.6,01/10/2025,2025.pdf
Tabasco,Oct,28.1,01/10/2025,2025.pdf
Tamaulipas,Oct,26.6,01/10/2025,2025.pdf
Tlaxcala,Oct,15.3,01/10/2025,2025.pdf
Veracruz,Oct,23.7,01/10/2025,2025.pdf
Yucatán,Oct,27.4,01/10/2025,2025.pdf
Zacatecas,Oct,18.4,01/10/2025,2025.pdf
Nacional,Oct,23.5,01/10/2025,2025.pdf
Aguascalientes,Nov,16.3,01/11/2025,2025.pdf
Baja California,Nov,17.7,01/11/2025,2025.pdf
Baja California Sur,Nov,23.7,01/11/2025,2025.pdf
Campeche,Nov,25.9,01/11/2025,2025.pdf
Coahuila,Nov,20.4,01/11/2025,2025.pdf
Colima,Nov,28,01/11/2025,2025.pdf
Chiapas,Nov,24.8,01/11/2025,2025.pdf
Chihuahua,Nov,15.5,01/11/2025,2025.pdf
Ciudad de México,Nov,16.3,01/11/2025,2025.pdf
Durango,Nov,16.6,01/11/2025,2025.pdf
Guanajuato,Nov,16.6,01/11/2025,2025.pdf
Guerrero,Nov,25.6,01/11/2025,2025.pdf
Hidalgo,Nov,17.2,01/11/2025,2025.pdf
Jalisco,Nov,20.7,01/11/2025,2025.pdf
Estado de México,Nov,13.4,01/11/2025,2025.pdf
Michoacán,Nov,19.1,01/11/2025,2025.pdf
Morelos,Nov,20.9,01/11/2025,2025.pdf
Nayarit,Nov,26.2,01/11/2025,2025.pdf
Nuevo León,Nov,21,01/11/2025,2025.pdf
Oaxaca,Nov,22.6,01/11/2025,2025.pdf
Puebla,Nov,16.6,01/11/2025,2025.pdf
Querétaro,Nov,17.5,01/11/2025,2025.pdf
Quintana Roo,Nov,26.1,01/11/2025,2025.pdf
San Luis Potosí,Nov,21.1,01/11/2025,2025.pdf
Sinaloa,Nov,25.7,01/11/2025,2025.pdf
Sonora,Nov,21.1,01/11/2025,2025.pdf
Tabasco,Nov,26,01/11/2025,2025.pdf
Tamaulipas,Nov,23.6,01/11/2025,2025.pdf
Tlaxcala,Nov,13.5,01/11/2025,2025.pdf
Veracruz,Nov,22.2,01/11/2025,2025.pdf
Yucatán,Nov,25.2,01/11/2025,2025.pdf
Zacatecas,Nov,15.6,01/11/2025,2025.pdf
Nacional,Nov,20.5,01/11/2025,2025.pdf
Aguascalientes,Dic,15,01/12/2025,2025.pdf
Baja California,Dic,16.3,01/12/2025,2025.pdf
Baja California Sur,Dic,21.9,01/12/2025,2025.pdf
Campeche,Dic,25.6,01/12/2025,2025.pdf
Coahuila,Dic,17,01/12/2025,2025.pdf
Colima,Dic,26.8,01/12/2025,2025.pdf
Chiapas,Dic,24.1,01/12/2025,2025.pdf
Chihuahua,Dic,13.2,01/12/2025,2025.pdf
Ciudad de México,Dic,15.5,01/12/2025,2025.pdf
Durango,Dic,14.6,01/12/2025,2025.pdf
Guanajuato,Dic,16,01/12/2025,2025.pdf
Guerrero,Dic,25.1,01/12/2025,2025.pdf
Hidalgo,Dic,16.4,01/12/2025,2025.pdf
Jalisco,Dic,19.2,01/12/2025,2025.pdf
Estado de México,Dic,13.2,01/12/2025,2025.pdf
Michoacán,Dic,18.3,01/12/2025,2025.pdf
Morelos,Dic,20.9,01/12/2025,2025.pdf
Nayarit,Dic,23.9,01/12/2025,2025.pdf
Nuevo León,Dic,17.5,01/12/2025,2025.pdf
Oaxaca,Dic,21.4,01/12/2025,2025.pdf
Puebla,Dic,16.5,01/12/2025,2025.pdf
Querétaro,Dic,17.1,01/12/2025,2025.pdf
Quintana Roo,Dic,25.9,01/12/2025,2025.pdf
San Luis Potosí,Dic,19.7,01/12/2025,2025.pdf
Sinaloa,Dic,23.5,01/12/2025,2025.pdf
Sonora,Dic,19,01/12/2025,2025.pdf
Tabasco,Dic,25.6,01/12/2025,2025.pdf
Tamaulipas,Dic,20.7,01/12/2025,2025.pdf
Tlaxcala,Dic,13.3,01/12/2025,2025.pdf
Veracruz,Dic,20.4,01/12/2025,2025.pdf
Yucatán,Dic,24.8,01/12/2025,2025.pdf
Zacatecas,Dic,14.7,01/12/2025,2025.pdf
Nacional,Dic,18.8,01/12/2025,2025.pdf
Aguascalientes,Ene,14.1,01/01/2026,2026.pdf
Baja California,Ene,15.3,01/01/2026,2026.pdf
Baja California Sur,Ene,20,01/01/2026,2026.pdf
Campeche,Ene,23.4,01/01/2026,2026.pdf
Coahuila,Ene,14,01/01/2026,2026.pdf
Colima,Ene,26,01/01/2026,2026.pdf
Chiapas,Ene,22.9,01/01/2026,2026.pdf
Chihuahua,Ene,10.5,01/01/2026,2026.pdf
Ciudad de México,Ene,15.4,01/01/2026,2026.pdf
Durango,Ene,13,01/01/2026,2026.pdf
Guanajuato,Ene,15.1,01/01/2026,2026.pdf
Guerrero,Ene,24.6,01/01/2026,2026.pdf
Hidalgo,Ene,14.9,01/01/2026,2026.pdf
Jalisco,Ene,18.3,01/01/2026,2026.pdf
Estado de México,Ene,12.3,01/01/2026,2026.pdf
Michoacán,Ene,17.5,01/01/2026,2026.pdf
Morelos,Ene,20,01/01/2026,2026.pdf
Nayarit,Ene,23.2,01/01/2026,2026.pdf
Nuevo León,Ene,15.4,01/01/2026,2026.pdf
Oaxaca,Ene,20.9,01/01/2026,2026.pdf
Puebla,Ene,15.1,01/01/2026,2026.pdf
Querétaro,Ene,15.9,01/01/2026,2026.pdf
Quintana Roo,Ene,23.7,01/01/2026,2026.pdf
San Luis Potosí,Ene,17.4,01/01/2026,2026.pdf
Sinaloa,Ene,22.1,01/01/2026,2026.pdf
Sonora,Ene,16.8,01/01/2026,2026.pdf
Tabasco,Ene,23.2,01/01/2026,2026.pdf
Tamaulipas,Ene,18,01/01/2026,2026.pdf
Tlaxcala,Ene,12.2,01/01/2026,2026.pdf
Veracruz,Ene,18.7,01/01/2026,2026.pdf
Yucatán,Ene,22.7,01/01/2026,2026.pdf
Zacatecas,Ene,13.2,01/01/2026,2026.pdf
Nacional,Ene,17,01/01/2026,2026.pdf
Aguascalientes,Feb,17.2,01/02/2026,2026.pdf
Baja California,Feb,16.5,01/02/2026,2026.pdf
Baja California Sur,Feb,20.8,01/02/2026,2026.pdf
Campeche,Feb,23.4,01/02/2026,2026.pdf
Coahuila,Feb,19.1,01/02/2026,2026.pdf
Colima,Feb,25.8,01/02/2026,2026.pdf
Chiapas,Feb,22.2,01/02/2026,2026.pdf
Chihuahua,Feb,14.7,01/02/2026,2026.pdf
Ciudad de México,Feb,17.5,01/02/2026,2026.pdf
Durango,Feb,16.4,01/02/2026,2026.pdf
Guanajuato,Feb,16.9,01/02/2026,2026.pdf
Guerrero,Feb,24.7,01/02/2026,2026.pdf
Hidalgo,Feb,16.5,01/02/2026,2026.pdf
Jalisco,Feb,20,01/02/2026,2026.pdf
Estado de México,Feb,14.7,01/02/2026,2026.pdf
Michoacán,Feb,19.5,01/02/2026,2026.pdf
Morelos,Feb,21.3,01/02/2026,2026.pdf
Nayarit,Feb,23.7,01/02/2026,2026.pdf
Nuevo León,Feb,20.2,01/02/2026,2026.pdf
Oaxaca,Feb,21.3,01/02/2026,2026.pdf
Puebla,Feb,16.9,01/02/2026,2026.pdf
Querétaro,Feb,18.1,01/02/2026,2026.pdf
Quintana Roo,Feb,23.5,01/02/2026,2026.pdf
San Luis Potosí,Feb,19.7,01/02/2026,2026.pdf
Sinaloa,Feb,22.1,01/02/2026,2026.pdf
Sonora,Feb,19.2,01/02/2026,2026.pdf
Tabasco,Feb,23.7,01/02/2026,2026.pdf
Tamaulipas,Feb,21.2,01/02/2026,2026.pdf
Tlaxcala,Feb,16.1,01/02/2026,2026.pdf
Veracruz,Feb,19.8,01/02/2026,2026.pdf
Yucatán,Feb,23.1,01/02/2026,2026.pdf
Zacatecas,Feb,16.4,01/02/2026,2026.pdf
Nacional,Feb,19.3,01/02/2026,2026.pdf
Aguascalientes,Mar,18.1,01/03/2026,2026.pdf
Baja California,Mar,20.3,01/03/2026,2026.pdf
Baja California Sur,Mar,23.2,01/03/2026,2026.pdf
Campeche,Mar,26.8,01/03/2026,2026.pdf
Coahuila,Mar,22.2,01/03/2026,2026.pdf
Colima,Mar,26.1,01/03/2026,2026.pdf
Chiapas,Mar,25.6,01/03/2026,2026.pdf
Chihuahua,Mar,18.6,01/03/2026,2026.pdf
Ciudad de México,Mar,17.1,01/03/2026,2026.pdf
Durango,Mar,18.7,01/03/2026,2026.pdf
Guanajuato,Mar,18.1,01/03/2026,2026.pdf
Guerrero,Mar,25.7,01/03/2026,2026.pdf
Hidalgo,Mar,17.9,01/03/2026,2026.pdf
Jalisco,Mar,21.4,01/03/2026,2026.pdf
Estado de México,Mar,14.2,01/03/2026,2026.pdf
Michoacán,Mar,20.3,01/03/2026,2026.pdf
Morelos,Mar,23,01/03/2026,2026.pdf
Nayarit,Mar,25,01/03/2026,2026.pdf
Nuevo León,Mar,22.5,01/03/2026,2026.pdf
Oaxaca,Mar,23.7,01/03/2026,2026.pdf
Puebla,Mar,17.5,01/03/2026,2026.pdf
Querétaro,Mar,19,01/03/2026,2026.pdf
Quintana Roo,Mar,26.1,01/03/2026,2026.pdf
San Luis Potosí,Mar,22.6,01/03/2026,2026.pdf
Sinaloa,Mar,25.2,01/03/2026,2026.pdf
Sonora,Mar,22.8,01/03/2026,2026.pdf
Tabasco,Mar,26.7,01/03/2026,2026.pdf
Tamaulipas,Mar,24.6,01/03/2026,2026.pdf
Tlaxcala,Mar,14.4,01/03/2026,2026.pdf
Veracruz,Mar,22,01/03/2026,2026.pdf
Yucatán,Mar,26.3,01/03/2026,2026.pdf
Zacatecas,Mar,17.5,01/03/2026,2026.pdf
Nacional,Mar,21.9,01/03/2026,2026.pdf
Aguascalientes,Abr,21.3,01/04/2026,2026.pdf
Baja California,Abr,18.8,01/04/2026,2026.pdf
Baja California Sur,Abr,24.3,01/04/2026,2026.pdf
Campeche,Abr,28.9,01/04/2026,2026.pdf
Coahuila,Abr,24.4,01/04/2026,2026.pdf
Colima,Abr,27.4,01/04/2026,2026.pdf
Chiapas,Abr,27.2,01/04/2026,2026.pdf
Chihuahua,Abr,20.2,01/04/2026,2026.pdf
Ciudad de México,Abr,19.9,01/04/2026,2026.pdf
Durango,Abr,21.3,01/04/2026,2026.pdf
Guanajuato,Abr,21.5,01/04/2026,2026.pdf
Guerrero,Abr,27.5,01/04/2026,2026.pdf
Hidalgo,Abr,21.1,01/04/2026,2026.pdf
Jalisco,Abr,23.6,01/04/2026,2026.pdf
Estado de México,Abr,16.7,01/04/2026,2026.pdf
Michoacán,Abr,22.3,01/04/2026,2026.pdf
Morelos,Abr,25.3,01/04/2026,2026.pdf
Nayarit,Abr,26.3,01/04/2026,2026.pdf
Nuevo León,Abr,23.5,01/04/2026,2026.pdf
Oaxaca,Abr,25.1,01/04/2026,2026.pdf
Puebla,Abr,19.6,01/04/2026,2026.pdf
Querétaro,Abr,22.6,01/04/2026,2026.pdf
Quintana Roo,Abr,27.3,01/04/2026,2026.pdf
San Luis Potosí,Abr,26,01/04/2026,2026.pdf
Sinaloa,Abr,27.4,01/04/2026,2026.pdf
Sonora,Abr,23.5,01/04/2026,2026.pdf
Tabasco,Abr,28.7,01/04/2026,2026.pdf
Tamaulipas,Abr,26.3,01/04/2026,2026.pdf
Tlaxcala,Abr,17,01/04/2026,2026.pdf
Veracruz,Abr,24.4,01/04/2026,2026.pdf
Yucatán,Abr,27.8,01/04/2026,2026.pdf
Zacatecas,Abr,20.6,01/04/2026,2026.pdf
Nacional,Abr,23.7,01/04/2026,2026.pdf
Aguascalientes,May,22.7,01/05/2026,2026.pdf
Baja California,May,20.3,01/05/2026,2026.pdf
Baja California Sur,May,25.1,01/05/2026,2026.pdf
Campeche,May,31,01/05/2026,2026.pdf
Coahuila,May,26.4,01/05/2026,2026.pdf
Colima,May,28.6,01/05/2026,2026.pdf
Chiapas,May,28.5,01/05/2026,2026.pdf
Chihuahua,May,22.8,01/05/2026,2026.pdf
Ciudad de México,May,20.6,01/05/2026,2026.pdf
Durango,May,23,01/05/2026,2026.pdf
Guanajuato,May,23.1,01/05/2026,2026.pdf
Guerrero,May,28.5,01/05/2026,2026.pdf
Hidalgo,May,22.3,01/05/2026,2026.pdf
Jalisco,May,25.3,01/05/2026,2026.pdf
Estado de México,May,17.6,01/05/2026,2026.pdf
Michoacán,May,23.7,01/05/2026,2026.pdf
Morelos,May,26.4,01/05/2026,2026.pdf
Nayarit,May,28.6,01/05/2026,2026.pdf
Nuevo León,May,25.4,01/05/2026,2026.pdf
Oaxaca,May,27,01/05/2026,2026.pdf
Puebla,May,21.4,01/05/2026,2026.pdf
Querétaro,May,23.7,01/05/2026,2026.pdf
Quintana Roo,May,29.6,01/05/2026,2026.pdf
San Luis Potosí,May,26.6,01/05/2026,2026.pdf
Sinaloa,May,29,01/05/2026,2026.pdf
Sonora,May,25.1,01/05/2026,2026.pdf
Tabasco,May,30.8,01/05/2026,2026.pdf
Tamaulipas,May,28,01/05/2026,2026.pdf
Tlaxcala,May,18.3,01/05/2026,2026.pdf
Veracruz,May,26.5,01/05/2026,2026.pdf
Yucatán,May,30.5,01/05/2026,2026.pdf
Zacatecas,May,22.2,01/05/2026,2026.pdf
Nacional,May,25.4,01/05/2026,2026.pdf
Aguascalientes,Jun,,01/06/2026,2026.pdf
Baja California,Jun,,01/06/2026,2026.pdf
Baja California Sur,Jun,,01/06/2026,2026.pdf
Campeche,Jun,,01/06/2026,2026.pdf
Coahuila,Jun,,01/06/2026,2026.pdf
Colima,Jun,,01/06/2026,2026.pdf
Chiapas,Jun,,01/06/2026,2026.pdf
Chihuahua,Jun,,01/06/2026,2026.pdf
Ciudad de México,Jun,,01/06/2026,2026.pdf
Durango,Jun,,01/06/2026,2026.pdf
Guanajuato,Jun,,01/06/2026,2026.pdf
Guerrero,Jun,,01/06/2026,2026.pdf
Hidalgo,Jun,,01/06/2026,2026.pdf
Jalisco,Jun,,01/06/2026,2026.pdf
Estado de México,Jun,,01/06/2026,2026.pdf
Michoacán,Jun,,01/06/2026,2026.pdf
Morelos,Jun,,01/06/2026,2026.pdf
Nayarit,Jun,,01/06/2026,2026.pdf
Nuevo León,Jun,,01/06/2026,2026.pdf
Oaxaca,Jun,,01/06/2026,2026.pdf
Puebla,Jun,,01/06/2026,2026.pdf
Querétaro,Jun,,01/06/2026,2026.pdf
Quintana Roo,Jun,,01/06/2026,2026.pdf
San Luis Potosí,Jun,,01/06/2026,2026.pdf
Sinaloa,Jun,,01/06/2026,2026.pdf
Sonora,Jun,,01/06/2026,2026.pdf
Tabasco,Jun,,01/06/2026,2026.pdf
Tamaulipas,Jun,,01/06/2026,2026.pdf
Tlaxcala,Jun,,01/06/2026,2026.pdf
Veracruz,Jun,,01/06/2026,2026.pdf
Yucatán,Jun,,01/06/2026,2026.pdf
Zacatecas,Jun,,01/06/2026,2026.pdf
Nacional,Jun,,01/06/2026,2026.pdf
Aguascalientes,Jul,,01/07/2026,2026.pdf
Baja California,Jul,,01/07/2026,2026.pdf
Baja California Sur,Jul,,01/07/2026,2026.pdf
Campeche,Jul,,01/07/2026,2026.pdf
Coahuila,Jul,,01/07/2026,2026.pdf
Colima,Jul,,01/07/2026,2026.pdf
Chiapas,Jul,,01/07/2026,2026.pdf
Chihuahua,Jul,,01/07/2026,2026.pdf
Ciudad de México,Jul,,01/07/2026,2026.pdf
Durango,Jul,,01/07/2026,2026.pdf
Guanajuato,Jul,,01/07/2026,2026.pdf
Guerrero,Jul,,01/07/2026,2026.pdf
Hidalgo,Jul,,01/07/2026,2026.pdf
Jalisco,Jul,,01/07/2026,2026.pdf
Estado de México,Jul,,01/07/2026,2026.pdf
Michoacán,Jul,,01/07/2026,2026.pdf
Morelos,Jul,,01/07/2026,2026.pdf
Nayarit,Jul,,01/07/2026,2026.pdf
Nuevo León,Jul,,01/07/2026,2026.pdf
Oaxaca,Jul,,01/07/2026,2026.pdf
Puebla,Jul,,01/07/2026,2026.pdf
Querétaro,Jul,,01/07/2026,2026.pdf
Quintana Roo,Jul,,01/07/2026,2026.pdf
San Luis Potosí,Jul,,01/07/2026,2026.pdf
Sinaloa,Jul,,01/07/2026,2026.pdf
Sonora,Jul,,01/07/2026,2026.pdf
Tabasco,Jul,,01/07/2026,2026.pdf
Tamaulipas,Jul,,01/07/2026,2026.pdf
Tlaxcala,Jul,,01/07/2026,2026.pdf
Veracruz,Jul,,01/07/2026,2026.pdf
Yucatán,Jul,,01/07/2026,2026.pdf
Zacatecas,Jul,,01/07/2026,2026.pdf
Nacional,Jul,,01/07/2026,2026.pdf
Aguascalientes,Ago,,01/08/2026,2026.pdf
Baja California,Ago,,01/08/2026,2026.pdf
Baja California Sur,Ago,,01/08/2026,2026.pdf
Campeche,Ago,,01/08/2026,2026.pdf
Coahuila,Ago,,01/08/2026,2026.pdf
Colima,Ago,,01/08/2026,2026.pdf
Chiapas,Ago,,01/08/2026,2026.pdf
Chihuahua,Ago,,01/08/2026,2026.pdf
Ciudad de México,Ago,,01/08/2026,2026.pdf
Durango,Ago,,01/08/2026,2026.pdf
Guanajuato,Ago,,01/08/2026,2026.pdf
Guerrero,Ago,,01/08/2026,2026.pdf
Hidalgo,Ago,,01/08/2026,2026.pdf
Jalisco,Ago,,01/08/2026,2026.pdf
Estado de México,Ago,,01/08/2026,2026.pdf
Michoacán,Ago,,01/08/2026,2026.pdf
Morelos,Ago,,01/08/2026,2026.pdf
Nayarit,Ago,,01/08/2026,2026.pdf
Nuevo León,Ago,,01/08/2026,2026.pdf
Oaxaca,Ago,,01/08/2026,2026.pdf
Puebla,Ago,,01/08/2026,2026.pdf
Querétaro,Ago,,01/08/2026,2026.pdf
Quintana Roo,Ago,,01/08/2026,2026.pdf
San Luis Potosí,Ago,,01/08/2026,2026.pdf
Sinaloa,Ago,,01/08/2026,2026.pdf
Sonora,Ago,,01/08/2026,2026.pdf
Tabasco,Ago,,01/08/2026,2026.pdf
Tamaulipas,Ago,,01/08/2026,2026.pdf
Tlaxcala,Ago,,01/08/2026,2026.pdf
Veracruz,Ago,,01/08/2026,2026.pdf
Yucatán,Ago,,01/08/2026,2026.pdf
Zacatecas,Ago,,01/08/2026,2026.pdf
Nacional,Ago,,01/08/2026,2026.pdf
Aguascalientes,Sep,,01/09/2026,2026.pdf
Baja California,Sep,,01/09/2026,2026.pdf
Baja California Sur,Sep,,01/09/2026,2026.pdf
Campeche,Sep,,01/09/2026,2026.pdf
Coahuila,Sep,,01/09/2026,2026.pdf
Colima,Sep,,01/09/2026,2026.pdf
Chiapas,Sep,,01/09/2026,2026.pdf
Chihuahua,Sep,,01/09/2026,2026.pdf
Ciudad de México,Sep,,01/09/2026,2026.pdf
Durango,Sep,,01/09/2026,2026.pdf
Guanajuato,Sep,,01/09/2026,2026.pdf
Guerrero,Sep,,01/09/2026,2026.pdf
Hidalgo,Sep,,01/09/2026,2026.pdf
Jalisco,Sep,,01/09/2026,2026.pdf
Estado de México,Sep,,01/09/2026,2026.pdf
Michoacán,Sep,,01/09/2026,2026.pdf
Morelos,Sep,,01/09/2026,2026.pdf
Nayarit,Sep,,01/09/2026,2026.pdf
Nuevo León,Sep,,01/09/2026,2026.pdf
Oaxaca,Sep,,01/09/2026,2026.pdf
Puebla,Sep,,01/09/2026,2026.pdf
Querétaro,Sep,,01/09/2026,2026.pdf
Quintana Roo,Sep,,01/09/2026,2026.pdf
San Luis Potosí,Sep,,01/09/2026,2026.pdf
Sinaloa,Sep,,01/09/2026,2026.pdf
Sonora,Sep,,01/09/2026,2026.pdf
Tabasco,Sep,,01/09/2026,2026.pdf
Tamaulipas,Sep,,01/09/2026,2026.pdf
Tlaxcala,Sep,,01/09/2026,2026.pdf
Veracruz,Sep,,01/09/2026,2026.pdf
Yucatán,Sep,,01/09/2026,2026.pdf
Zacatecas,Sep,,01/09/2026,2026.pdf
Nacional,Sep,,01/09/2026,2026.pdf
Aguascalientes,Oct,,01/10/2026,2026.pdf
Baja California,Oct,,01/10/2026,2026.pdf
Baja California Sur,Oct,,01/10/2026,2026.pdf
Campeche,Oct,,01/10/2026,2026.pdf
Coahuila,Oct,,01/10/2026,2026.pdf
Colima,Oct,,01/10/2026,2026.pdf
Chiapas,Oct,,01/10/2026,2026.pdf
Chihuahua,Oct,,01/10/2026,2026.pdf
Ciudad de México,Oct,,01/10/2026,2026.pdf
Durango,Oct,,01/10/2026,2026.pdf
Guanajuato,Oct,,01/10/2026,2026.pdf
Guerrero,Oct,,01/10/2026,2026.pdf
Hidalgo,Oct,,01/10/2026,2026.pdf
Jalisco,Oct,,01/10/2026,2026.pdf
Estado de México,Oct,,01/10/2026,2026.pdf
Michoacán,Oct,,01/10/2026,2026.pdf
Morelos,Oct,,01/10/2026,2026.pdf
Nayarit,Oct,,01/10/2026,2026.pdf
Nuevo León,Oct,,01/10/2026,2026.pdf
Oaxaca,Oct,,01/10/2026,2026.pdf
Puebla,Oct,,01/10/2026,2026.pdf
Querétaro,Oct,,01/10/2026,2026.pdf
Quintana Roo,Oct,,01/10/2026,2026.pdf
San Luis Potosí,Oct,,01/10/2026,2026.pdf
Sinaloa,Oct,,01/10/2026,2026.pdf
Sonora,Oct,,01/10/2026,2026.pdf
Tabasco,Oct,,01/10/2026,2026.pdf
Tamaulipas,Oct,,01/10/2026,2026.pdf
Tlaxcala,Oct,,01/10/2026,2026.pdf
Veracruz,Oct,,01/10/2026,2026.pdf
Yucatán,Oct,,01/10/2026,2026.pdf
Zacatecas,Oct,,01/10/2026,2026.pdf
Nacional,Oct,,01/10/2026,2026.pdf
Aguascalientes,Nov,,01/11/2026,2026.pdf
Baja California,Nov,,01/11/2026,2026.pdf
Baja California Sur,Nov,,01/11/2026,2026.pdf
Campeche,Nov,,01/11/2026,2026.pdf
Coahuila,Nov,,01/11/2026,2026.pdf
Colima,Nov,,01/11/2026,2026.pdf
Chiapas,Nov,,01/11/2026,2026.pdf
Chihuahua,Nov,,01/11/2026,2026.pdf
Ciudad de México,Nov,,01/11/2026,2026.pdf
Durango,Nov,,01/11/2026,2026.pdf
Guanajuato,Nov,,01/11/2026,2026.pdf
Guerrero,Nov,,01/11/2026,2026.pdf
Hidalgo,Nov,,01/11/2026,2026.pdf
Jalisco,Nov,,01/11/2026,2026.pdf
Estado de México,Nov,,01/11/2026,2026.pdf
Michoacán,Nov,,01/11/2026,2026.pdf
Morelos,Nov,,01/11/2026,2026.pdf
Nayarit,Nov,,01/11/2026,2026.pdf
Nuevo León,Nov,,01/11/2026,2026.pdf
Oaxaca,Nov,,01/11/2026,2026.pdf
Puebla,Nov,,01/11/2026,2026.pdf
Querétaro,Nov,,01/11/2026,2026.pdf
Quintana Roo,Nov,,01/11/2026,2026.pdf
San Luis Potosí,Nov,,01/11/2026,2026.pdf
Sinaloa,Nov,,01/11/2026,2026.pdf
Sonora,Nov,,01/11/2026,2026.pdf
Tabasco,Nov,,01/11/2026,2026.pdf
Tamaulipas,Nov,,01/11/2026,2026.pdf
Tlaxcala,Nov,,01/11/2026,2026.pdf
Veracruz,Nov,,01/11/2026,2026.pdf
Yucatán,Nov,,01/11/2026,2026.pdf
Zacatecas,Nov,,01/11/2026,2026.pdf
Nacional,Nov,,01/11/2026,2026.pdf
Aguascalientes,Dic,,01/12/2026,2026.pdf
Baja California,Dic,,01/12/2026,2026.pdf
Baja California Sur,Dic,,01/12/2026,2026.pdf
Campeche,Dic,,01/12/2026,2026.pdf
Coahuila,Dic,,01/12/2026,2026.pdf
Colima,Dic,,01/12/2026,2026.pdf
Chiapas,Dic,,01/12/2026,2026.pdf
Chihuahua,Dic,,01/12/2026,2026.pdf
Ciudad de México,Dic,,01/12/2026,2026.pdf
Durango,Dic,,01/12/2026,2026.pdf
Guanajuato,Dic,,01/12/2026,2026.pdf
Guerrero,Dic,,01/12/2026,2026.pdf
Hidalgo,Dic,,01/12/2026,2026.pdf
Jalisco,Dic,,01/12/2026,2026.pdf
Estado de México,Dic,,01/12/2026,2026.pdf
Michoacán,Dic,,01/12/2026,2026.pdf
Morelos,Dic,,01/12/2026,2026.pdf
Nayarit,Dic,,01/12/2026,2026.pdf
Nuevo León,Dic,,01/12/2026,2026.pdf
Oaxaca,Dic,,01/12/2026,2026.pdf
Puebla,Dic,,01/12/2026,2026.pdf
Querétaro,Dic,,01/12/2026,2026.pdf
Quintana Roo,Dic,,01/12/2026,2026.pdf
San Luis Potosí,Dic,,01/12/2026,2026.pdf
Sinaloa,Dic,,01/12/2026,2026.pdf
Sonora,Dic,,01/12/2026,2026.pdf
Tabasco,Dic,,01/12/2026,2026.pdf
Tamaulipas,Dic,,01/12/2026,2026.pdf
Tlaxcala,Dic,,01/12/2026,2026.pdf
Veracruz,Dic,,01/12/2026,2026.pdf
Yucatán,Dic,,01/12/2026,2026.pdf
Zacatecas,Dic,,01/12/2026,2026.pdf
Nacional,Dic,,01/12/2026,2026.pdf
